Title,Link,Journal Title,Publication Year,Authors,DOI,Keywords,Citations (in PMC),Citations (Crossref),Citations (OpenAlex),Citations (Semantic Scholar),Influential Citations,Altmetric Score,Mendeley Readers,Social Media Mentions,OpenAlex Concepts,TLDR Summary,Journal Title,Publication Year,Authors,DOI,Keywords,FieldsOfStudy,Citations (in PMC),Citations (Crossref),Citations (OpenAlex),Citations (Semantic Scholar),Influential Citations,Altmetric Score,Mendeley Readers,Social Media Mentions,OpenAlex Concepts,TLDR Summary,Full Text Link
Advances in Space Microbiology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12034939/,Ecology and Evolution,2025.0,"Maria Cortazar‐Chinarro, Kayla C. King, Mette Lillie",10.1002/ece3.71371,,,1.0,0.0,0.0,0.0,3.45,9.0,5.0,"Biology, Context (archaeology), Evolutionary biology, Coevolution, Major histocompatibility complex",It is proposed that including immunogenetic diversity into a larger database of environmental and parasite data would allow biologists to test hypotheses regarding host–parasite coevolution and develop effective measures for conservation.,Ecology and Evolution,2025.0,"Maria Cortazar‐Chinarro, Kayla C. King, Mette Lillie",10.1002/ece3.71371,,['Medicine'],,1.0,0.0,0.0,0.0,3.45,9,5.0,"Biology, Context (archaeology), Evolutionary biology, Coevolution, Major histocompatibility complex",It is proposed that including immunogenetic diversity into a larger database of environmental and parasite data would allow biologists to test hypotheses regarding host–parasite coevolution and develop effective measures for conservation.,https://doi.org/10.1002/ece3.71371
Effects of simulated microgravity on the proteome and secretome of the polyextremotolerant black fungus Knufia chersonesos.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8012687/,Frontiers in Genetics,2021.0,"Donatella Tesei, Abby J. Chiang, Markus Kalkum, Jason E. Stajich, Ganesh Babu Malli Mohan, Katja Sterflinger, Kasthuri Venkateswaran",10.3389/fgene.2021.638708,,,15.0,16.0,15.0,0.0,2.75,37.0,4.0,"Biology, Proteome, Cell wall, Cell biology, Mutant","This study is the first to characterize the response to simulated microgravity in black fungi, which might have implications on future astrobiological missions.",Frontiers in Genetics,2021.0,"Donatella Tesei, Abby J. Chiang, Markus Kalkum, Jason E. Stajich, Ganesh Babu Malli Mohan, Katja Sterflinger, Kasthuri Venkateswaran",10.3389/fgene.2021.638708,,['Medicine'],,15.0,16.0,15.0,0.0,2.75,37,4.0,"Biology, Proteome, Cell wall, Cell biology, Mutant","This study is the first to characterize the response to simulated microgravity in black fungi, which might have implications on future astrobiological missions.",https://www.frontiersin.org/articles/10.3389/fgene.2021.638708/pdf
Draft Genome Sequences of Various Bacterial Phyla Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8086211/,Microbiology Resource Announcements,2021.0,"Anna C. Simpson, Camilla Urbaniak, Nitin K. Singh, Jason M. Wood, Marilyne Debieu, Niamh B. O’Hara, Christopher E. Mason, Kasthuri Venkateswaran",10.1128/MRA.00214-21,,,8.0,9.0,8.0,0.0,40.4,13.0,24.0,"Phylum, Genome, Biology, Microbiome, Evolutionary biology","Whole-genome sequences were generated from 96 bacterial strains of 14 species that were isolated from International Space Station surfaces during the Microbial Tracking 2 study, which enables tracking of the spread and evolution of secondary pathogens, which is vital for astronaut health.",Microbiology Resource Announcements,2021.0,"Anna C. Simpson, Camilla Urbaniak, Nitin K. Singh, Jason M. Wood, Marilyne Debieu, Niamh B. O’Hara, Christopher E. Mason, Kasthuri Venkateswaran",10.1128/MRA.00214-21,,['Medicine'],,8.0,9.0,8.0,0.0,40.4,13,24.0,"Phylum, Genome, Biology, Microbiome, Evolutionary biology","Whole-genome sequences were generated from 96 bacterial strains of 14 species that were isolated from International Space Station surfaces during the Microbial Tracking 2 study, which enables tracking of the spread and evolution of secondary pathogens, which is vital for astronaut health.",https://doi.org/10.1128/mra.00214-21
Evaluating the lettuce metatranscriptome with MinION sequencing for future spaceflight food production applications,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8211661/,npj Microgravity,2021.0,"Natasha J. Haveman, Christina L. M. Khodadad, Anirudha R. Dixit, Artemis S. Louyakis, Gioia D. Massa, Kasthuri Venkateswaran, Jamie S. Foster",10.1038/s41526-021-00151-x,,,16.0,17.0,0.0,0.0,11.1,62.0,24.0,"Minion, Nanopore sequencing, Microbiome, Biology, Life support system","The results demonstrate the feasibility of using metatranscriptomics of enriched microbial RNA as a potential method for on-site monitoring of the transcriptional activity of crop microbiomes, thereby helping to facilitate and maintain plant health foron-orbit space food production.",npj Microgravity,2021.0,"Natasha J. Haveman, Christina L. M. Khodadad, Anirudha R. Dixit, Artemis S. Louyakis, Gioia D. Massa, Kasthuri Venkateswaran, Jamie S. Foster",10.1038/s41526-021-00151-x,,,,16.0,17.0,0.0,0.0,11.1,62,24.0,"Minion, Nanopore sequencing, Microbiome, Biology, Life support system","The results demonstrate the feasibility of using metatranscriptomics of enriched microbial RNA as a potential method for on-site monitoring of the transcriptional activity of crop microbiomes, thereby helping to facilitate and maintain plant health foron-orbit space food production.",https://www.nature.com/articles/s41526-021-00151-x.pdf
Investigation of Spaceflight Induced Changes to Astronaut Microbiomes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11988970/,International Journal of Molecular Sciences,2025.0,"Yi Xiong, Jianguo Guo, Wenchen Yu, Deyong Zeng, Chenchen Song, Li Zhou, Nadtochii Liudmila Anatolyevna, Denis Baranenko, Dan Xiao, Yingyu Zhou, Weihong Lu",10.3390/ijms26073094,,,2.0,2.0,2.0,0.0,1.0,4.0,2.0,"Gut flora, Biology, Metabolism, Metabolite, Metabolomics","It is found that valeric acid, a metabolite of gut microbiota, is more likely to be the key metabolite that relates to microgravity-induced gut microbiota abnormalities, disorders of amino acid and lipid metabolism, and further induced metabolic or functional disorders in the liver and brain.",International Journal of Molecular Sciences,2025.0,"Yi Xiong, Jianguo Guo, Wenchen Yu, Deyong Zeng, Chenchen Song, Li Zhou, Nadtochii Liudmila Anatolyevna, Denis Baranenko, Dan Xiao, Yingyu Zhou, Weihong Lu",10.3390/ijms26073094,,['Medicine'],,2.0,2.0,2.0,0.0,1.0,4,2.0,"Gut flora, Biology, Metabolism, Metabolite, Metabolomics","It is found that valeric acid, a metabolite of gut microbiota, is more likely to be the key metabolite that relates to microgravity-induced gut microbiota abnormalities, disorders of amino acid and lipid metabolism, and further induced metabolic or functional disorders in the liver and brain.",https://doi.org/10.3390/ijms26073094
Genomic Characterization of Potential Plant Growth-Promoting Features of Sphingomonas Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8754149/,Microbiology Spectrum,2022.0,"Jonathan Lombardino, Swati Bijlani, Nitin K. Singh, Jason M. Wood, Richard Barker, Simon Gilroy, Clay C. C. Wang, Kasthuri Venkateswaran",10.1128/spectrum.01994-21,,,36.0,35.0,32.0,0.0,2.5,43.0,6.0,"Sphingomonas, Biology, Metagenomics, Sphingomonas paucimobilis, Genetics","The isolation and identification of Sphingomonas members from the ISS, which are capable of producing the phytohormone indole-3-acetic acid, and stable genomic elements of abiotic stress resistance, heavy metal resistance, and oxidative and osmotic stress resistance were identified, rendering the ISS Spingomonas isolate a strong candidate for biotechnology-related applications.",Microbiology Spectrum,2022.0,"Jonathan Lombardino, Swati Bijlani, Nitin K. Singh, Jason M. Wood, Richard Barker, Simon Gilroy, Clay C. C. Wang, Kasthuri Venkateswaran",10.1128/spectrum.01994-21,,['Medicine'],,38.0,35.0,32.0,0.0,2.5,43,6.0,"Sphingomonas, Biology, Metagenomics, Sphingomonas paucimobilis, Genetics","The isolation and identification of Sphingomonas members from the ISS, which are capable of producing the phytohormone indole-3-acetic acid, and stable genomic elements of abiotic stress resistance, heavy metal resistance, and oxidative and osmotic stress resistance were identified, rendering the ISS Spingomonas isolate a strong candidate for biotechnology-related applications.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8754149
"Genomic Characterization of the Titan-like Cell Producing Naganishia tulchinskyi, the First Novel Eukaryote Isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8875396/,Journal of Fungi,2022.0,"Swati Bijlani, Ceth Parker, Nitin K. Singh, Maria A. Sierra, Jonathan Foox, Clay C. C. Wang, Christopher E. Mason, Kasthuri Venkateswaran",10.3390/jof8020165,,,10.0,10.0,9.0,0.0,11.749999999999998,17.0,26.0,"Eukaryote, Titan (rocket family), Computational biology, International Space Station, Biology",Multiple strains of a novel yeast belonging to genus Naganishia were isolated from environmental surfaces aboard the International Space Station and exhibited a phenotype similar to Titan cell morphology when grown under a combination of simulated microgravity and 5% CO2 conditions.,Journal of Fungi,2022.0,"Swati Bijlani, Ceth Parker, Nitin K. Singh, Maria A. Sierra, Jonathan Foox, Clay C. C. Wang, Christopher E. Mason, Kasthuri Venkateswaran",10.3390/jof8020165,,['Medicine'],,10.0,10.0,9.0,0.0,11.749999999999998,17,26.0,"Eukaryote, Titan (rocket family), Computational biology, International Space Station, Biology",Multiple strains of a novel yeast belonging to genus Naganishia were isolated from environmental surfaces aboard the International Space Station and exhibited a phenotype similar to Titan cell morphology when grown under a combination of simulated microgravity and 5% CO2 conditions.,https://www.mdpi.com/2309-608X/8/2/165/pdf?version=1644561598
Metabolic modeling of the International Space Station microbiome reveals key microbial interactions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9258157/,Microbiome,2022.0,"Rachita K. Kumar, Nitin Kumar Singh, Sanjaay Balakrishnan, Ceth W. Parker, Karthik Raman, Kasthuri Venkateswaran",10.1186/s40168-022-01279-y,,,29.0,30.0,25.0,0.0,56.900000000000006,53.0,46.0,"Biology, Microbiome, Biofilm, Microbiology, Microorganism","A computational approach is applied to predict possible metabolic interactions in the ISS microbiome and shed further light on its organization, demonstrating the potential for understanding the organization of other such microbiomes, unravelling key organisms and their interdependencies.",Microbiome,2022.0,"Rachita K. Kumar, Nitin Kumar Singh, Sanjaay Balakrishnan, Ceth W. Parker, Karthik Raman, Kasthuri Venkateswaran",10.1186/s40168-022-01279-y,,"['Medicine', 'Biology']",,29.0,30.0,25.0,0.0,57.400000000000006,53,47.0,"Biology, Microbiome, Biofilm, Microbiology, Microorganism","A computational approach is applied to predict possible metabolic interactions in the ISS microbiome and shed further light on its organization, demonstrating the potential for understanding the organization of other such microbiomes, unravelling key organisms and their interdependencies.",https://microbiomejournal.biomedcentral.com/counter/pdf/10.1186/s40168-022-01279-y
"Microbial Burden Estimation of Food Items, Built Environments, and the International Space Station Using Film Media",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9503880/,Microorganisms,2022.0,"Anna C. Simpson, Takeo Suzuki, Daniel R. Miller, Kasthuri Venkateswaran",10.3390/microorganisms10091714,,,5.0,6.0,5.0,0.0,,,,"Agar, Agar plate, Environmental science, Isolation (microbiology), Biomass (ecology)",,Microorganisms,2022.0,"Anna C. Simpson, Takeo Suzuki, Daniel R. Miller, Kasthuri Venkateswaran",10.3390/microorganisms10091714,,['Medicine'],,5.0,6.0,5.0,0.0,,,,"Agar, Agar plate, Environmental science, Isolation (microbiology), Biomass (ecology)",,https://www.mdpi.com/2076-2607/10/9/1714/pdf?version=1661432882
Multidrug-resistant Acinetobacter pittii is adapting to and exhibiting potential succession aboard the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9743659/,Microbiome,2022.0,"Braden T. Tierney, Nitin K. Singh, Anna C. Simpson, Andrea M. Hujer, Robert A. Bonomo, Christopher E. Mason, Kasthuri Venkateswaran",10.1186/s40168-022-01358-0,,,23.0,24.0,22.0,1.0,54.1,26.0,38.0,"Biology, Acinetobacter, Genome, Antibiotic resistance, Adaptation (eye)","How ISS-associated A. pittii has formed its own genetically and functionally discrete clade distinct from most Earth-bound isolates is reported, indicating a step forward in understanding how microorganisms might evolve and alter their antibiotic resistance phenotype in extreme, resource-limited, human-built environments.",Microbiome,2022.0,"Braden T. Tierney, Nitin K. Singh, Anna C. Simpson, Andrea M. Hujer, Robert A. Bonomo, Christopher E. Mason, Kasthuri Venkateswaran",10.1186/s40168-022-01358-0,,['Medicine'],,23.0,24.0,22.0,1.0,54.6,26,39.0,"Biology, Acinetobacter, Genome, Antibiotic resistance, Adaptation (eye)","How ISS-associated A. pittii has formed its own genetically and functionally discrete clade distinct from most Earth-bound isolates is reported, indicating a step forward in understanding how microorganisms might evolve and alter their antibiotic resistance phenotype in extreme, resource-limited, human-built environments.",https://microbiomejournal.biomedcentral.com/counter/pdf/10.1186/s40168-022-01358-0
Characterization of metagenome-assembled genomes from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10233975/,Microbiome,2023.0,"Nitin K. Singh, Jason M. Wood, Jose Patane, Livia Maria Silva Moura, Jonathan Lombardino, João Carlos Setubal, Kasthuri Venkateswaran",10.1186/s40168-023-01545-7,,,18.0,15.0,14.0,0.0,6.85,43.0,16.0,"Biology, Metagenomics, Genome, Microbial ecology, Virulence","Comparative analyses of MAGs and whole-genome sequences of related ISS isolates and their type strains were characterized to understand the variation related to the microbial evolution under microgravity, which may suggest that Pantoea / Kalamiella strains are much more subjective to microgravity changes.",Microbiome,2023.0,"Nitin K. Singh, Jason M. Wood, Jose Patane, Livia Maria Silva Moura, Jonathan Lombardino, João Carlos Setubal, Kasthuri Venkateswaran",10.1186/s40168-023-01545-7,,['Medicine'],,18.0,16.0,14.0,0.0,6.85,43,16.0,"Biology, Metagenomics, Genome, Microbial ecology, Virulence","Comparative analyses of MAGs and whole-genome sequences of related ISS isolates and their type strains were characterized to understand the variation related to the microbial evolution under microgravity, which may suggest that Pantoea / Kalamiella strains are much more subjective to microgravity changes.",https://microbiomejournal.biomedcentral.com/counter/pdf/10.1186/s40168-023-01545-7
Comparative genomic analysis of Cohnella hashimotonis sp. nov. isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10308117/,Frontiers in Microbiology,2023.0,"Anna C. Simpson, V. V. Ramprasad Eedara, Nitin K. Singh, Namita Damle, Ceth W. Parker, Fathi Karouia, Christopher E. Mason, Kasthuri Venkateswaran",10.3389/fmicb.2023.1166013,,,8.0,8.0,7.0,0.0,4.25,6.0,10.0,"16S ribosomal RNA, Strain (injury), Biology, Phylogenetic tree, Clade","This ISS strain is a novel species within the genus Cohnella for which the name Cohnella hashimotonis is proposed, with the type strain F6_2S_P_1T (=NRRL B-65657T and DSMZ 115098T).",Frontiers in Microbiology,2023.0,"Anna C. Simpson, V. V. Ramprasad Eedara, Nitin K. Singh, Namita Damle, Ceth W. Parker, Fathi Karouia, Christopher E. Mason, Kasthuri Venkateswaran",10.3389/fmicb.2023.1166013,,['Medicine'],,8.0,8.0,7.0,0.0,4.25,6,10.0,"16S ribosomal RNA, Strain (injury), Biology, Phylogenetic tree, Clade","This ISS strain is a novel species within the genus Cohnella for which the name Cohnella hashimotonis is proposed, with the type strain F6_2S_P_1T (=NRRL B-65657T and DSMZ 115098T).",https://www.frontiersin.org/articles/10.3389/fmicb.2023.1166013/pdf
